fid,renabap_id,nombre_barrio,provincia,departamento,localidad,cantidad_familias_aproximada,cantidad_viviendas_aproximadas,decada_de_creacion,anio_de_creacion,energia_electrica,efluentes_cloacales,agua_corriente,cocina,calefaccion,situacion_dominial,clasificacion_barrio,superficie_m2,WKT
2020,2188,Comunidad Fwolit,Salta,General José de San Martín,Tartagal,44,40,Década 2000,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Leña o carbón,Inexistente,NO,Asentamiento,62228,"MULTIPOLYGON (((-63.7675645106796 -22.5116884951456,-63.7674785145631 -22.5110045009708,-63.7658442495145 -22.511044245631,-63.7655044873786 -22.5127119941747,-63.7687105067961 -22.5134225048543,-63.7687260038834 -22.5117289980582,-63.7675645106796 -22.5116884951456)))"
2021,2189,María José,Salta,General José de San Martín,Tartagal,55,50,Década 2000,,Conexión formal a la red con medidor domiciliario con factura,Desagüe a cámara séptica y pozo ciego,Conexión irregular a la red de agua,Gas en garrafa,Inexistente,NO,Asentamiento,38867,"MULTIPOLYGON (((-63.7826258964684 -22.518384,-63.7804156898883 -22.5183938964684,-63.780556022 -22.519030062,-63.780803045 -22.5193259239999,-63.781220741 -22.519821652,-63.781394007 -22.5200736479999,-63.781788964 -22.520533214,-63.7825007769999 -22.5205614229999,-63.782526717787 -22.519752971866,-63.7826258964684 -22.518384)))"
2022,2190,Juan Manuel Urtubey,Salta,General José de San Martín,Tartagal,143,130,Década 2000,,Conexión formal a la red con medidor domiciliario con factura,Desagüe a cámara séptica y pozo ciego,Conexión irregular a la red de agua,Gas en garrafa,Energía eléctrica,NO,Asentamiento,81531,"MULTIPOLYGON (((-63.7816927997086 -22.5164989576589,-63.7811686168676 -22.5165011013832,-63.7806463726762 -22.5164655012476,-63.7803868513352 -22.5164312804498,-63.7793383927296 -22.5163763393875,-63.779148286003 -22.5164256974282,-63.7789045664712 -22.5164154419097,-63.7788620270605 -22.5169344227202,-63.7787726735404 -22.5169311133306,-63.7787276920607 -22.5180666355075,-63.7799999210347 -22.5182692306748,-63.7801046524347 -22.518358509901,-63.7803707732052 -22.5182863997567,-63.7806746659561 -22.5183018519305,-63.7826731470975 -22.5183542176305,-63.7828054026821 -22.5165686331056,-63.7816927997086 -22.5164989576589)))"
2023,2191,La Esperanza,Salta,General José de San Martín,General Enrique Mosconi,165,150,Década 2000,,Conexión formal a la red con medidor domiciliario con factura,Desagüe a cámara séptica y pozo ciego,Conexión irregular a la red de agua,Gas en garrafa,Leña o carbón,NO,Asentamiento,64010,"MULTIPOLYGON (((-63.8221768668369 -22.5971337989786,-63.8207191331631 -22.5974058655601,-63.8209077670751 -22.5989083516249,-63.821072 -22.600422,-63.822617 -22.600224,-63.8224620665815 -22.5985100678582,-63.8227410301844 -22.5984155756737,-63.8227132539291 -22.5981597028368,-63.8231680761844 -22.5981112494397,-63.8231195199291 -22.597646890397,-63.8228522094184 -22.5977059043261,-63.8227723786738 -22.5970195857446,-63.8221768668369 -22.5971337989786)))"
2024,2192,Ex Monotécnica,Salta,Orán,San Ramón De La Nueva Orán,28,25,Década 1960,,Conexión formal a la red con medidor domiciliario con factura,Desagüe a cámara séptica y pozo ciego,Conexión irregular a la red de agua,Gas en garrafa,Sin Datos,NO,Asentamiento,5533,"MULTIPOLYGON (((-64.3198190825242 -23.1412129174757,-64.3191606495145 -23.1413083504854,-64.3193218402912 -23.1420437373786,-64.3199568145631 -23.1419393558252,-64.3198190825242 -23.1412129174757)))"
2025,2193,Kilómetro 6,Salta,General José de San Martín,Tartagal,2860,2600,Década 1960,,Conexión formal a la red con medidor domiciliario con factura,Desagüe a cámara séptica y pozo ciego,Conexión irregular a la red de agua,Gas en garrafa,Sin Datos,NO,Asentamiento,678717,"MULTIPOLYGON (((-63.7561865891995 -22.5078593465985,-63.7547731213262 -22.5092461636604,-63.7541136070827 -22.5090262727676,-63.7540769515527 -22.5091820376818,-63.7540272876218 -22.5094579143032,-63.7541405740116 -22.5095423290087,-63.7544453011044 -22.5116849162038,-63.7545762168081 -22.5120189862816,-63.754687343577 -22.5128460761824,-63.7548983554474 -22.514394172347,-63.7551646806903 -22.5161028322094,-63.7552920719002 -22.5169277485985,-63.7542632766009 -22.5170857225985,-63.7538122240997 -22.5168228294988,-63.7504132803385 -22.5172106599248,-63.7505177940997 -22.5178786224963,-63.7494975030997 -22.5180316157956,-63.7493871218004 -22.517360883,-63.748796625 -22.513497066,-63.7487065139134 -22.5130934428545,-63.7484347138389 -22.5114738034876,-63.7484365335557 -22.511298522696,-63.7485664322065 -22.5111993267882,-63.7505618005625 -22.510203681426,-63.7509112040485 -22.5100590126292,-63.7519815035011 -22.5095062518806,-63.7523807936488 -22.5084232371062,-63.7517895453772 -22.5082257864703,-63.7486151222019 -22.507090378399,-63.748535064 -22.5053851196009,-63.748879347 -22.505192253,-63.7498648929027 -22.5051798112019,-63.7558537900949 -22.5074952809975,-63.7561865891995 -22.5078593465985)))"
2026,2194,Finca Santa Anita,Salta,Capital,Salta Capital,88,80,Década 1990,,Conexión formal a la red con medidor domiciliario con factura,Desagüe a cámara séptica y pozo ciego,Conexión irregular a la red de agua,Gas en garrafa,Inexistente,NO,Asentamiento,97953,"MULTIPOLYGON (((-65.4146654116504 -24.8259020592232,-65.415300176699 -24.8234725883494,-65.4141278825242 -24.8234074708738,-65.4128357650485 -24.8290374116504,-65.4143004116504 -24.8295073524271,-65.414510823301 -24.828732176699,-65.414047 -24.828631,-65.414235353398 -24.8276657058252,-65.4152408233009 -24.8278610582524,-65.4157389407766 -24.8261144708738,-65.4146654116504 -24.8259020592232)))"
2027,2195,San Antonio,Salta,General José de San Martín,Tartagal,55,50,Década 2000,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Inexistente,NO,Asentamiento,48459,"MULTIPOLYGON (((-63.8035269642959 -22.4969510483737,-63.8031332533724 -22.4956931826278,-63.8025120717238 -22.4959631343773,-63.8025458022884 -22.4961225364869,-63.8020964062874 -22.4962245217096,-63.8011742763298 -22.497451080174,-63.8028345670504 -22.4975109618495,-63.8032258056271 -22.4984147816951,-63.8042512700991 -22.4979430746292,-63.8055352091588 -22.497359419577,-63.8054984359154 -22.4971449923501,-63.8042625613479 -22.4977578106832,-63.8042953311482 -22.4967715474392,-63.8035269642959 -22.4969510483737)))"
2028,2196,Trece de Abril,Salta,Capital,Salta Capital,110,100,Década 2000,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Conexión formal a la red de gas con factura,Conexión formal a la red de gas con factura,NO,Asentamiento,11350,"MULTIPOLYGON (((-65.404042 -24.815164368932,-65.4041721150488 -24.815166224811,-65.404319 -24.8151316951456,-65.4044438665483 -24.8149871627207,-65.4044854117993 -24.8148209574253,-65.4044974578125 -24.8143765637502,-65.4047105475781 -24.8143791939064,-65.4046640533229 -24.8132799741618,-65.4044406951456 -24.8133719572815,-65.4041062407767 -24.8135680640776,-65.403987 -24.813726,-65.403991 -24.815035,-65.404042 -24.815164368932)))"
2029,2197,Cuatro de Junio,Salta,Orán,San Ramón De La Nueva Orán,462,420,Década 2010,2012,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Inexistente,NO,Asentamiento,628190,"MULTIPOLYGON (((-64.3004062896183 -23.1311624656572,-64.3007490742572 -23.1319140888582,-64.3018105179622 -23.1318387391642,-64.3019050463513 -23.1326784639999,-64.3019343277643 -23.1332637209412,-64.3023264588412 -23.1351691057378,-64.302146801966 -23.1352504688153,-64.3023602505247 -23.1358809442345,-64.302860054559 -23.1357586168132,-64.3031381923976 -23.1369472139007,-64.3001246435566 -23.1375190830276,-64.3002610657268 -23.1382133898534,-64.3032312244773 -23.1376451639063,-64.306937 -23.136975,-64.304824 -23.126988,-64.306219 -23.126671,-64.305747 -23.124854,-64.3052624114077 -23.1246199414441,-64.304521 -23.124773,-64.304076858831 -23.1258508596663,-64.3034144294049 -23.1259954178683,-64.3034702567086 -23.1263119101513,-64.3036346308366 -23.1263316804453,-64.3036680351409 -23.1268583462979,-64.3035522511166 -23.1269600094766,-64.3014478534077 -23.1273981824572,-64.2995090588051 -23.1278038233718,-64.2994247410348 -23.1275818123474,-64.2984173066747 -23.1282470339384,-64.2986181560563 -23.1284650032269,-64.2988240151305 -23.1283194817251,-64.2990620541234 -23.128703418773,-64.2995377815417 -23.1292971534003,-64.2997759292901 -23.1298130623179,-64.2989033035451 -23.1300212791378,-64.2992431663813 -23.1305300434941,-64.3002254002271 -23.1303513894168,-64.3003836918339 -23.1303790757993,-64.3004062896183 -23.1311624656572)))"
2030,2198,Las Colinas,Salta,Capital,Salta Capital,251,228,Década 1990,,Conexión formal a la red con medidor domiciliario con factura,Desagüe a cámara séptica y pozo ciego,Conexión irregular a la red de agua,Gas en garrafa,Inexistente,NO,Asentamiento,74991,"MULTIPOLYGON (((-65.3688117559606 -24.7846555468255,-65.3688975844443 -24.7848144745201,-65.3691121166144 -24.7846669865166,-65.3695569877089 -24.7847879602353,-65.3697130828298 -24.7847879602353,-65.3698769827068 -24.784741131699,-65.3699901516694 -24.7846552793825,-65.3700964186751 -24.7845368810339,-65.3700451195968 -24.784289901817,-65.3699355183771 -24.7839450465825,-65.3694007067605 -24.7837225652956,-65.3692403049999 -24.7818836329999,-65.368160057836 -24.7819337468819,-65.3681692980044 -24.7817437948599,-65.3679903039294 -24.7817414396747,-65.3679766388736 -24.781942255894,-65.3662196362113 -24.7820237652254,-65.3659591809999 -24.7822479929999,-65.3662657046657 -24.7837429893194,-65.3670803544625 -24.7836663764858,-65.3672105962796 -24.7835157045798,-65.3675446659326 -24.7834948140262,-65.3675936604473 -24.7836382851135,-65.3686435443063 -24.7835595145658,-65.3688117559606 -24.7846555468255)))"
2031,2199,Ceferino,Salta,Capital,Salta Capital,253,230,Década 1970,,Conexión irregular a la red,Conexión formal a la red cloacal,Conexión formal a la red de agua con factura,Gas en garrafa,Energía eléctrica,NO,Villa,79210,"MULTIPOLYGON (((-65.40669 -24.814908,-65.4074814133626 -24.8153915967444,-65.408085 -24.815625,-65.40915 -24.815713,-65.409868 -24.815037,-65.411062 -24.814533,-65.4137060881423 -24.8132968334386,-65.4155970894368 -24.812391921581,-65.4152586176284 -24.8119291127667,-65.4150419629205 -24.8118918210946,-65.4147294315035 -24.8118847715138,-65.4136907932604 -24.8119740662044,-65.4135568512245 -24.8127095724716,-65.4132866172924 -24.8129680571022,-65.4130242352545 -24.8131598029357,-65.4121998069136 -24.813590770076,-65.4115676944987 -24.8137317616927,-65.4109761171736 -24.8138868524711,-65.4105754659961 -24.8139608730699,-65.409300666795 -24.8140390059241,-65.408300171389 -24.8151062066157,-65.4072063538217 -24.8142369816526,-65.4067516558579 -24.8147375018919,-65.40669 -24.814908)))"
2032,2200,San Antonio,Salta,Capital,Salta Capital,44,40,Década 1950,,Conexión formal a la red con medidor domiciliario con factura,Desagüe a cámara séptica y pozo ciego,Conexión irregular a la red de agua,Conexión formal a la red de gas con factura,Conexión formal a la red de gas con factura,NO,Asentamiento,11023,"MULTIPOLYGON (((-65.4139596312435 -24.8111500687221,-65.4139202624871 -24.8112775437478,-65.4150246624186 -24.8116545936964,-65.4154270187735 -24.8118224874271,-65.4155260162115 -24.8118960998732,-65.415604 -24.812116,-65.4157794937992 -24.8120851562178,-65.4158486194223 -24.8119550123947,-65.4161099891853 -24.8119929882848,-65.416539 -24.811803,-65.416566 -24.8115439812264,-65.4139596312435 -24.8111500687221)))"
2033,2201,Finca San Francisco,Salta,Capital,Salta Capital,55,50,Década 2010,2014,Conexión irregular a la red,Conexión irregular a la red cloacal,Conexión irregular a la red de agua,Gas en garrafa,Sin Datos,NO,Asentamiento,27009,"MULTIPOLYGON (((-65.3931717239292 -24.8482905652861,-65.3931746072861 -24.8444493927138,-65.3925206872491 -24.8444605890707,-65.3925764278923 -24.8483403788215,-65.3931717239292 -24.8482905652861)))"
2034,2202,Villa Luján,Salta,Capital,Salta Capital,33,30,Década 1990,,Conexión formal a la red con medidor domiciliario con factura,Desagüe a cámara séptica y pozo ciego,Conexión irregular a la red de agua,Gas en garrafa,Sin Datos,NO,Villa,8766,"MULTIPOLYGON (((-65.4310717340664 -24.7730748500122,-65.430704341491 -24.7727786590796,-65.430424 -24.772474,-65.4302862801541 -24.7722669729257,-65.4302156247861 -24.7719158148902,-65.4301006585563 -24.7709513408561,-65.4297767193521 -24.7709649650281,-65.4298436845791 -24.7715434097331,-65.429909 -24.771938,-65.4299787698642 -24.7722062605804,-65.4301103276814 -24.7724700490565,-65.4305609921397 -24.7730375065502,-65.431132 -24.7734377585152,-65.4310717340664 -24.7730748500122)))"
2035,2203,Primer Sendero,Salta,Orán,Aguas Blancas,53,48,Década 2000,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Sin Datos,NO,Asentamiento,20525,"MULTIPOLYGON (((-64.3575441832015 -22.7339910358371,-64.3572422115737 -22.7338815975108,-64.3569885839172 -22.7343922454666,-64.356682463 -22.734904087,-64.3569436188898 -22.7351046910807,-64.3569500262483 -22.7351772072071,-64.3571258239659 -22.7353181161192,-64.357337 -22.735152,-64.3583400524337 -22.7331449381091,-64.3590381406965 -22.7317443032047,-64.3587107965609 -22.7315211486614,-64.357616 -22.733876,-64.3575441832015 -22.7339910358371)))"
2036,2204,El Palmarcito,Chaco,San Fernando,Puerto Vilelas,66,60,Década 1980,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Inexistente,NO,Asentamiento,86022,"MULTIPOLYGON (((-58.9478617222764 -27.5126730684823,-58.9475171949905 -27.5127315190383,-58.9473730073021 -27.5132351038837,-58.9472880915911 -27.5147548797264,-58.9465194200362 -27.5144857664206,-58.9460790346968 -27.514718561943,-58.9455445576447 -27.5148495896205,-58.9451688240352 -27.5153112390353,-58.946781814 -27.5160789847235,-58.9475675104146 -27.5191781795529,-58.9483903072764 -27.5191804561735,-58.9478617222764 -27.5126730684823)))"
2037,2205,Veinticuatro de Diciembre,Chaco,San Fernando,Resistencia,99,90,Década 1990,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Energía eléctrica,NO,Asentamiento,53449,"MULTIPOLYGON (((-58.9580641447963 -27.4625867715085,-58.9581235017467 -27.4626920545851,-58.9584780580786 -27.4626843600436,-58.9589016689956 -27.4627382764192,-58.9612600545851 -27.4607474727074,-58.9604881382096 -27.4600685563318,-58.960177221834 -27.4598394727074,-58.95948 -27.460714,-58.9588110836244 -27.4612723890829,-58.9581401672489 -27.4616930836244,-58.957419 -27.4620557781659,-58.9569799454148 -27.4622144436681,-58.956871 -27.462233,-58.956962 -27.462748,-58.957617 -27.462702,-58.9580641447963 -27.4625867715085)))"
2038,2206,Molina Punta,Chaco,San Fernando,Resistencia,143,130,Década 2000,,Conexión irregular a la red,Desagüe a cámara séptica y pozo ciego,Conexión formal a la red de agua con factura,Gas en garrafa,Inexistente,NO,Asentamiento,41089,"MULTIPOLYGON (((-58.959538201231 -27.4630058103491,-58.959987 -27.463222,-58.960353 -27.463258,-58.960818 -27.462921,-58.961522863 -27.462384792,-58.962243111 -27.461695359,-58.961268 -27.460816,-58.961188 -27.460888,-58.959003 -27.462748,-58.958904 -27.462893,-58.95928 -27.463164,-58.959538201231 -27.4630058103491)))"
2039,2207,Obrero,Chaco,San Fernando,Puerto Vilelas,22,20,Década 2000,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Inexistente,NO,Asentamiento,8232,"MULTIPOLYGON (((-58.9433937215757 -27.5185641944075,-58.9428057337017 -27.5181010002395,-58.9424628029496 -27.5178156017352,-58.9419774496638 -27.5181837473151,-58.9420081348991 -27.5182709550336,-58.9420655224831 -27.5184106573823,-58.9421330449663 -27.5185648201344,-58.942425 -27.5186508651008,-58.9430034882563 -27.5188208929537,-58.9433937215757 -27.5185641944075)))"
2040,2208,Continuación de 152 Viviendas,Chaco,San Fernando,Barranqueras,39,35,Década 2000,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo domiciliaria,Gas en garrafa,Inexistente,NO,Asentamiento,87681,"MULTIPOLYGON (((-58.957093 -27.507206,-58.955349 -27.505707,-58.954866 -27.506135,-58.955188 -27.506658,-58.956004 -27.508638,-58.955902 -27.5087,-58.955993 -27.508885,-58.956111 -27.508852,-58.956449 -27.509842,-58.957029 -27.509632,-58.957179 -27.510003,-58.958375 -27.509489,-58.958906 -27.508866,-58.959234 -27.508519,-58.959427 -27.507424,-58.958912 -27.507334,-58.958836 -27.508447,-58.958289 -27.508704,-58.957388 -27.507582,-58.957742 -27.507215,-58.957415 -27.506739,-58.957093 -27.507206)))"
2041,2209,Ex Ferrocarril 1,Chaco,San Fernando,Puerto Vilelas,88,80,Década 1960,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Energía eléctrica,NO,Asentamiento,220186,"MULTIPOLYGON (((-58.936422 -27.509752,-58.936708 -27.509353,-58.936906 -27.509304,-58.9371617849737 -27.5093619139895,-58.9372306658266 -27.5093709297461,-58.9373162267362 -27.5078923771859,-58.9369489717021 -27.5079222684557,-58.9369213717684 -27.5076512094105,-58.936896 -27.507479,-58.936783215292 -27.5059235811789,-58.9367766920889 -27.5056858975358,-58.9365892480711 -27.5053741431102,-58.9363445086773 -27.5049825204838,-58.9360578170195 -27.5045823128279,-58.9359502123923 -27.5044454671232,-58.9358819060553 -27.5043063067436,-58.9358348238475 -27.5041633000022,-58.9359116988104 -27.5038519294211,-58.9349754979052 -27.5040993644951,-58.9347306360916 -27.5041804221989,-58.9345482562581 -27.5042597912006,-58.9343624990202 -27.5043526698195,-58.934114822703 -27.5045153481278,-58.9339205576526 -27.5046823952947,-58.9338716495916 -27.504763024445,-58.9338074789094 -27.5048834851993,-58.9337748306676 -27.5050084491593,-58.9337714303605 -27.5052061623765,-58.9324820235262 -27.5060487905895,-58.933297 -27.508349,-58.9339809764737 -27.5100842329367,-58.9350948202666 -27.5096408023272,-58.9353092980327 -27.5099777367232,-58.9355367099239 -27.5102074002173,-58.9356943221258 -27.5102974643326,-58.9358429279161 -27.5102434258634,-58.935939 -27.510148,-58.936422 -27.509752)))"
2042,2210,Ex Ferrocarril 2,Chaco,San Fernando,Puerto Vilelas,54,49,Década 2000,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Inexistente,NO,Asentamiento,36168,"MULTIPOLYGON (((-58.936841995 -27.5145101479999,-58.9371617849737 -27.5093619139895,-58.936906 -27.509304,-58.936708 -27.509353,-58.936422 -27.509752,-58.935939 -27.510148,-58.936396 -27.511342,-58.936518 -27.512024,-58.936333 -27.514453,-58.936841995 -27.5145101479999)))"
2043,2211,Italia,Chaco,San Fernando,Fontana,28,25,Década 2010,2013,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo domiciliaria,Gas en garrafa,Inexistente,NO,Asentamiento,7090,"MULTIPOLYGON (((-59.0363074628825 -27.4023103624453,-59.0359536375546 -27.4020288122268,-59.0349164497814 -27.4029216375546,-59.0352790873361 -27.4032551877731,-59.0363074628825 -27.4023103624453)))"
2044,2212,San Antonio,Chaco,San Fernando,Resistencia,330,300,Década 1990,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Inexistente,NO,Villa,141126,"MULTIPOLYGON (((-58.968392 -27.49888,-58.968857755876 -27.4993384958741,-58.9704534165938 -27.500720809607,-58.9715257598518 -27.4997776394409,-58.9726315502835 -27.4989567220283,-58.9731065746802 -27.4985700687188,-58.973895 -27.497864,-58.9717797737991 -27.4959277737991,-58.9716493819065 -27.4960215029345,-58.9712555503374 -27.4956667332376,-58.9708077174085 -27.4960724913763,-58.9711919669043 -27.4964499951051,-58.968392 -27.49888)))"
2045,2213,Edison,Chaco,San Fernando,Resistencia,220,200,Década 2000,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Inexistente,NO,Asentamiento,60697,"MULTIPOLYGON (((-58.9666273104803 -27.495812,-58.968278 -27.497308,-58.9688579494299 -27.4968267653666,-58.9691490611594 -27.4967591935598,-58.9692014795796 -27.4965658963565,-58.9694262762009 -27.4963436895196,-58.9694374149652 -27.496278974461,-58.9685900767642 -27.4955321048063,-58.968464 -27.495559,-58.9676947237991 -27.4949378266375,-58.968089792358 -27.4945580685589,-58.9680980954417 -27.4944890612169,-58.9672697580786 -27.4937735866812,-58.9657899657205 -27.49506,-58.9666273104803 -27.495812)))"
2046,2214,Nuevo Amanecer,Chaco,San Fernando,Resistencia,220,200,Década 1990,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Sin Datos,NO,Asentamiento,62247,"MULTIPOLYGON (((-58.973711 -27.498148,-58.971406 -27.499947,-58.972883 -27.501321,-58.975104 -27.499504,-58.973711 -27.498148)))"
2047,2215,Santa Clara,Chaco,San Fernando,Resistencia,132,120,Década 1980,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Leña o carbón,NO,Asentamiento,101106,"MULTIPOLYGON (((-58.9897708633187 -27.4301344244541,-58.9894278633187 -27.429547,-58.9891529209607 -27.4294263021833,-58.9883453310043 -27.4291788489083,-58.9878533615753 -27.4291327998921,-58.9872265969432 -27.4292611366812,-58.9868858758913 -27.429379159581,-58.9866349279475 -27.4296164388646,-58.9864101443659 -27.4300180357584,-58.9863138344978 -27.4303521943231,-58.9863505467248 -27.4311468633187,-58.9865349154115 -27.4314422886132,-58.986788971179 -27.4316620934498,-58.9872147266375 -27.4323514676855,-58.9873453518394 -27.4327651264305,-58.9872363812227 -27.4328872445414,-58.9876227266375 -27.4332241510917,-58.987891 -27.433016,-58.9885462877729 -27.4333305755458,-58.98855 -27.432309,-58.9891629893758 -27.4312323283918,-58.9892276350646 -27.4311743899416,-58.9897708633187 -27.4301344244541)))"
